project_name,project_ticker,project_link,project_round,project_total_raised,project_pre_valuation,project_categories,project_roi,project_date,project_total_investors
Solrise Finance,SLRS,https://icodrops.com/solrise-finance/,IDO on Raydium,3400000,803890,DeFi,0.02,2021-07-05,8
SafeLaunch,SFEX,https://icodrops.com/safelaunch/,IDO on BSCPad,130500,278300,Launchpad,0.06,2021-07-05,0
Thorstarter,XRUNE,https://icodrops.com/thorstarter/,Public Sale,3000000,3490000,Launchpad,0.7,2021-07-03,8
Automata,ATA,https://icodrops.com/automata/,Binance Launchpool,3400000,186700000,Avalanche Ecosystem,4.73,2021-06-02,9
Collateral,COLL,https://icodrops.com/collateral/,Main Sale,150000,269200,Ignition IDO,0.01,2021-06-01,0
DeHub,DEHUB,https://icodrops.com/dehub/,Pre-Sale,400000,3070000,Media,0.65,2021-09-01,0
Septillion,SPT,https://icodrops.com/septillion/,Pre-Sale,56440000,5000,Governance Token,0.01,2021-09-01,0
Karura,KAR,https://icodrops.com/karura/,Parachain Auction,98110000,10390000,Kusama Ecosystem,0.05,2021-06-22,21
PolkaWar,PWAR,https://icodrops.com/polkawar/,IDO on PolkaBridge,1980000,90440,Gaming,0.01,2021-06-28,8
HaloDAO,RNBW,https://icodrops.com/halodao/,IDO on MISO,3770000,1,Protocol,0.01,2021-06-26,10
2Crazy,2CRZ,https://icodrops.com/2crazy/,IDO Round 2,550000,2980,TrustPad IDO,0.01,2021-06-25,14
Dopex,DPX,https://icodrops.com/dopex/,Public Sale,2250000,9080000,Protocol,0.14,2021-06-21,5
Efinity,EFI,https://icodrops.com/efinity/,Public Sale,38900000,271400000,NFT,0.68,2021-06-24,23
TribeOne,HAKA,https://icodrops.com/tribeone/,IDO on Red Kite,286000,5780,Ignition IDO,0.01,2021-06-23,15
Human Protocol,HMT,https://icodrops.com/human-protocol/,Main Sale Option 1,100100000,48380000,Infrastructure,0.1,2021-06-01,11
Football Battle,FBL,https://icodrops.com/football-battle/,IDO on AceStarter,2049999,58350,Gaming,0.06,2021-06-21,4
Chainge,CHNG,https://icodrops.com/chainge/,IDO on Gate.io,400000,34440000,DEX,0.73,2021-06-18,0
Dot.Finance,PINK,https://icodrops.com/dot-finance/,IDO on Ignition (Paid Network,1600000,62900,BSCPad IDO,0.01,2021-06-18,15
iBetYou,IBY,https://icodrops.com/ibetyou/,IDO Round 3,2270000,284250,TrustPad IDO,0.03,2021-06-16,5
Pera Finance,PERA,https://icodrops.com/pera-finance/,SHO,2000000,33060,DeFi,0.01,2021-06-16,13
Bullperks,BLP,https://icodrops.com/bullperks/,IDO,2120000,10220000,Launchpad,0.69,2021-06-16,20
Meme.com,MEM,https://icodrops.com/meme-com/,IDO on Polkastarter,6420000,1130000,Platform,0.02,2021-06-15,21
InvestDex,INVEST,https://icodrops.com/investdex/,IDO on TosLabs (tosdis,950000,1730,BSCPad IDO,0.01,2021-06-15,11
HoDooi.com,HOD,https://icodrops.com/hodooi-com/,IDO on DuckSTARTER,4820000,1310000,NFT,0.03,2021-06-14,9
Moonfarm Finance,MFO,https://icodrops.com/moonfarm-finance/,IDO Round 2,2760000,32189,Yield Farming,0.01,2021-06-11,5
Octopus Protocol,OPS,https://icodrops.com/octopus-protocol/,Pre-sale (IDO),3230000,86490,Ignition IDO,0.01,2021-06-09,10
ZKCHAOS,CHAOS,https://icodrops.com/zkchaos/,IDO Round,3000000,1280000,Protocol,0.05,2021-06-10,12
Cryptocurrencies.AI,CCAI,https://icodrops.com/cryptocurrencies-ai/,Main Sale,,792500,Blockchain Service,0.01,2021-06-09,0
MoonStarter,MNST,https://icodrops.com/moonstarter/,IDO on MoonStarter,1070000,286800,Platform,0.1,2021-06-08,14
Aldrin,RIN,https://icodrops.com/aldrin/,IDO on ZENDIT,8480000,801500,Zendit IDO,0.01,2021-06-09,12
DeltaTheta,DLTA,https://icodrops.com/deltatheta/,IDO on DAO Maker,1910000,331530,DeFi,0.04,2021-06-07,3
Cryption Network,CNT,https://icodrops.com/cryption-network/,IDO on Poolz,1360000,2,Polygon Ecosystem,0.01,2021-06-08,11
Shield,SLD,https://icodrops.com/shield-2/,ITO Round 3,2330000,4620000,Blockchain Service,0.1,2021-06-08,11
Mozik,MOZ,https://icodrops.com/mozik/,IDO on Ignition (Paid Network,280000,17020000,Polygon Ecosystem,0.85,2021-06-07,0
Dexlab,DXL,https://icodrops.com/dexlab/,IDO,1280000,750200,Solana Ecosystem,0.05,2021-06-01,17
TRONPAD,TRONPAD,https://icodrops.com/tronpad/,IDO on BSCPad,409450,335490,BSCPad IDO,1.87,2021-06-04,2
Kampay,KAMPAY,https://icodrops.com/kampay/,IDO on Starter,340000,63950,Payment ecosystem,0.01,2021-06-03,0
Starcoin,STC,https://icodrops.com/starcoin/,IDO on Gate.io,100200,8570000,Blockchain,0.01,2021-06-02,0
Manifold Finance,FOLD,https://icodrops.com/manifold-finance/,IDO Round,2650000,3710000,Finance,0.62,2021-06-01,9
Polars,POL,https://icodrops.com/polars/,IDO on ZENDIT,8970000,32670,BNB Chain Ecosystem,0.01,2021-06-01,8
Centrifuge,CFG,https://icodrops.com/centrifuge/,Main Sale Option 2,53830000,171100000,RWA (Real World Ass…,0.81,2021-05-26,35
Saito,SAITO,https://icodrops.com/saito/,IDO on Gate.io,6320000,11980000,Polkastarter IDO,0.99,2021-05-28,24
The Dapp List,WISE,https://icodrops.com/dapp-list/,Main Sale,1950000,14000000,Blockchain Service,,2021-05-28,8
Virtue Poker,VPP,https://icodrops.com/virtue-poker/,IDO Round,250000,3320000,Platform,0.05,2021-05-28,6
LEXIT,LEXI,https://icodrops.com/lexit/,IDO on BSCPad,850000,24290,BSCPad IDO,0.01,2021-05-26,0
NFTMart,NMT,https://icodrops.com/nftmart/,IDO on Gate.io,1530000,32369,Bounce IDO,0.01,2021-06-01,18
B-cube.ai,BCUBE,https://icodrops.com/b-cube-ai/,Lottery,4790000,6840000,Marketplace,0.23,2021-05-26,0
YooShi,YOOSHI,https://icodrops.com/yooshi/,Airdrop,,6970000,Gaming,0.05,2021-05-15,0
APENFT,NFT,https://icodrops.com/apenft/,Public Sale Round 2,2360000,519990000,NFT,3.97,2021-05-20,0
Ethermon.io,EMON,https://icodrops.com/ethermon-io/,IDO on Polkastarter,200000,382760,Polkastarter IDO,0.01,2021-05-18,24
Relite.finance,RELI,https://icodrops.com/relite-finance/,IDO on Ignition (Paid Network,2009999,19840,Ignition IDO,0.01,2021-05-17,15
Oasis Labs,ROSE,https://icodrops.com/oasis-labs/,Lockdrop 2 (ROSE Cultivate),45000000,827900000,Blockchain,4.16,2020-12-01,33
LaunchX,LNCHX,https://icodrops.com/launch-x/,IDO on DAO Maker,1420000,405450,Kucoin Launchpad,0.05,2021-05-14,14
Seascape Crowns,CWS,https://icodrops.com/seascape-crowns/,IDO on KuCoin,782000,2650000,Gaming,0.35,2021-05-07,6
O3 Swap,O3,https://icodrops.com/o3-swap/,IDO on MexcGlobal,2890000,957990,DuckStarter IDO,0.01,2021-05-13,9
Metis,METIS,https://icodrops.com/metis/,IDO on Paid Network,5050000,431300000,Layer-2,8.66,2021-05-13,6
Trade Race Manager,IOI,https://icodrops.com/trade-race-manager/,Public Sale,1800000,304500,Ignition IDO,0.02,2021-05-10,13
Loser Coin,LOWB,https://icodrops.com/loser-coin/,IDO on Gate.io,300000,302690,DeFi,0.02,2021-05-10,0
PERI Finance,PERI,https://icodrops.com/peri-finance/,IDO on KickPad,5010000,545710,DuckStarter IDO,0.01,2021-05-10,17
Polylastic,POLX,https://icodrops.com/polylastic/,IDO on KickPad,887500,109060,Index,0.03,2021-05-10,3
Alien Worlds,TLM,https://icodrops.com/alien-worlds/,Binance Launchpool,2510000,89860000,Gaming,6.55,2021-04-07,5
Greenheart CBD,CBD,https://icodrops.com/greenheart-cbd/,IDO on BSCPad,4830000,177750,Zendit IDO,0.02,2021-05-06,6
Ispolink,ISP,https://icodrops.com/ispolink/,IDO on DAO Maker,3510000,10630000,Polygon Ecosystem,0.68,2021-05-05,13
CLV,CLV,https://icodrops.com/clover/,Main Sale Option 4,57400000,130440000,Wallet,0.33,2021-05-04,13
Maple,MPL,https://icodrops.com/maple/,LBP by Balancer,8900000,155000000,Lending Platform,3.13,2021-04-28,15
Syrup,,https://icodrops.com/syrup/,LBP by Balancer,8900000,179360000,Lending Platform,3.11,2021-04-28,15
Kryptobellion,KRYPTO,https://icodrops.com/kryptobellion/,IDO on BSCPad,2250000,359400,BSCPad IDO,0.02,2021-04-30,0
Covalent,CQT,https://icodrops.com/covalent-2/,Main Sale Option 3,18940000,5030000,Artificial Intellig…,0.02,2021-04-30,27
Media Network,MEDIA,https://icodrops.com/media-network/,Community Sale,1000000,13020000,Solana Ecosystem,1.5,2021-04-29,1
XFai,XFIT,https://icodrops.com/xfai/,Public Sale,3900000,1970000,Ignition IDO,0.08,2021-04-29,8
Ares Protocol,ARES,https://icodrops.com/ares-protocol/,LBP by Balancer,3110000,538400,Oracle,0.01,2021-04-26,19
BlockBank,BBANK,https://icodrops.com/blockbank/,IDO on BSCPad,13190000,75560,Ignition IDO,0.01,2021-04-28,21
Integral,ITGR,https://icodrops.com/integral/,Public Seed Round 2,35770000,1540000,Exchange,0.01,2021-04-22,0
LOCGame,LOCG,https://icodrops.com/legends-of-crypto/,IDO on DAO Maker,1490000,462300,Polygon Ecosystem,0.09,2021-04-27,13
Alphr,SALPHR,https://icodrops.com/alphr/,Public Sale,2000000,74320,Ignition IDO,0.01,2021-04-08,15
UniFarm,UFARM,https://icodrops.com/unifarm/,IDO,2690000,72840,Polygon Ecosystem,0.01,2021-04-19,17
Omni Consumer Protocol,OCP,https://icodrops.com/omni-consumer-protocol/,IDO on BSCPad,1380000,774600,BSCPad IDO,0.08,2021-04-26,0
1MillionNFTs,1MIL,https://icodrops.com/1millionnfts/,Public Sale,1050000,37580,NFT,0.01,2021-04-24,4
Mochi.Market,MOMA,https://icodrops.com/mochi-market/,Public Sale,650000,265000,Polygon Ecosystem,0.03,2021-04-23,12
Melalie,MEL,https://icodrops.com/melalie/,Main Sale,6050,3890,DuckStarter IDO,0.01,2021-04-21,0
Busy,BUSY,https://icodrops.com/busy/,IEO on MEXC,2100000,91830,DAO,0.01,2021-04-22,9
Kianite,KIAN,https://icodrops.com/kianite/,IDO on Poolz,1720000,55260,DeFi,0.01,2021-04-16,8
KelVPN,KEL,https://icodrops.com/kelvpn/,IDO on BSCPad,2470000,1210000,BSCPad IDO,0.13,2021-04-17,8
DisBalancer,DDOS,https://icodrops.com/disbalancer/,IDO,1300000,119290,DuckStarter IDO,0.03,2021-04-14,5
MOAR Finance,MOAR,https://icodrops.com/moar-finance/,Main Sale,130000,169300,Platform,0.02,2021-04-15,0
Rocket Vault,RVF,https://icodrops.com/rocket-vault/,IDO,1810000,17070000,DeFi,2.17,2021-04-12,10
Mina Protocol,MINA,https://icodrops.com/coda-protocol/,Public Sale,140150000,725440000,Blockchain,2.41,2021-04-13,49
Revomon,REVO,https://icodrops.com/revomon/,IDO on BSCPad,1700000,2910000,Gaming,0.21,2021-04-12,0
Obortech,OBOT,https://icodrops.com/obortech/,IEO on Probit,440000,7000000,DePIN,0.62,2021-04-01,0
YellowRoad,ROAD,https://icodrops.com/yellowroad/,Public Sale,512500,91860,Poolz IDO,0.05,2021-04-10,7
SWIPE,sxp,https://icodrops.com/swipe-network/,Public Sale,12000000,203980000,Wallet,1.62,2021-04-09,1
Boson Protocol,BOSON,https://icodrops.com/boson-protocol/,IDO on Gnosis,14520000,56780000,NFT,0.38,2021-04-07,10
Oction,OCTI,https://icodrops.com/oction/,IDO on BSCPad,1440000,4380,BSCPad IDO,0.01,2021-04-09,3
Casper,CSPR,https://icodrops.com/casperlabs/,Main Sale Option 4,74800000,209620000,Blockchain,1.06,2021-04-07,21
Polkalokr,LKR,https://icodrops.com/polkalokr/,IDO on Polkastarter,1100000,798000,Platform,0.16,2021-04-07,9
Finminity,FMT,https://icodrops.com/finminity/,IDO on ZeroSwap (ZeeDo,1300000,171200,Zendit IDO,0.03,2021-04-07,10
Trodl,TRO,https://icodrops.com/trodl/,IDO on ZeroSwap (ZeeDo,850000,27190,Zendit IDO,0.01,2021-04-06,0
Fractal Network (Findora),FRA,https://icodrops.com/findora/,Public Sale Option E,113410000,9850000,Blockchain,0.01,2021-04-04,4
8Pay,8PAY,https://icodrops.com/8pay/,IDO on BSCPad,2440000,224000,Solana Ecosystem,0.04,2021-04-05,2
Rage.fan,RAGE,https://icodrops.com/rage-fan/,Public Sale,1760000,86960,Sport,0.01,2021-03-31,10
Polkamon,PMON,https://icodrops.com/polkamon/,Main Sale,90000,4019999,Platform,1.01,2021-03-31,0
Delta Exchange,DETO,https://icodrops.com/delta-exchange/,Initial Coin Offering,5000000,5330000,Exchange,0.22,2021-03-30,8
My Neighbor Alice,ALICE,https://icodrops.com/my-neighbor-alice/,Binance Launchpool,2200000,115000000,Metaverse,9.22,2021-03-01,11
Polkaswitch,,https://icodrops.com/polkaswitch/,Main Sale,,,Protocol,,2021-03-25,0
GamyFi,GFX,https://icodrops.com/gamyfi/,IDO on ZENDIT,1150000,393800,Gaming,0.04,2021-03-29,12
Blind Boxes,BLES,https://icodrops.com/blind-boxes/,IDO on Ignition (Paid Network,2450000,228000,NFT,0.02,2021-03-27,7
Mute,MUTE,https://icodrops.com/mute/,Main Sale,,991200,DEX,0.16,2021-03-27,0
KickPad,KPAD,https://icodrops.com/kickpad/,Public Sale,1550000,271010,Launchpad,0.03,2021-03-26,1
Cash Tech,CATE,https://icodrops.com/cash-tech/,Main Sale,,51270,DeFi,0.01,2021-03-22,0
Taraxa,TARA,https://icodrops.com/taraxa/,IEO on Gate.io,12720000,53480000,Gate.io Launchpad,0.5,2021-03-20,2
A2DAO,ATD,https://icodrops.com/a2dao/,Main Sale,,623330,Launchpad,0.36,2021-03-16,0
Lepricon,L3P,https://icodrops.com/lepricon/,Public Sale Round 2,3350000,7410,DuckStarter IDO,0.01,2021-03-17,8
DappRadar,RADAR,https://icodrops.com/dappradar/,Community Airdrop,7330000,55250000,Application,0.16,2021-12-14,5
Carnomaly,CARR,https://icodrops.com/carnomaly/,IEO on Bitforex,140730000,5120000,DeFi,0.01,2021-03-01,0
Inverse,XIV,https://icodrops.com/project-inverse/,Main Sale,,24370,DeFi,0.01,2021-03-07,0
ETHA Lend,ETHA,https://icodrops.com/etha-lend/,Public sale (IEO on MEXC Global),2350000,101490,Gate.io Launchpad,0.01,2021-03-08,17
AMPnet,AAPX,https://icodrops.com/ampnet/,IDO on DuckDao,400000,402360,Polygon Ecosystem,0.02,2021-03-08,0
Ethernity.io,ERN,https://icodrops.com/ethernityio/,IDO on Polkastarter,2800000,79230000,NFT,9.61,2021-03-08,5
ARCx,ARCX,https://icodrops.com/arcx/,Phase 2 Sale,10040000,7260000,DeFi,0.12,2021-03-04,3
Vortex DeFi,VTX,https://icodrops.com/vortex-defi/,IDO on DuckSTARTER,997000,307100,DuckStarter IDO,0.08,2021-02-28,9
HOPR,HOPR,https://icodrops.com/hopr/,LBP by Balancer,23210000,34700000,Privacy Coin,0.13,2021-02-24,8
Hedge4.AI,HEDJ,https://icodrops.com/hedge4-ai/,Main Sale,,5000000,Platform,,2021-01-31,0
Fractal,FCL,https://icodrops.com/fractal-platform/,Main Sale,2600000,747880,Polkastarter IDO,0.03,2021-02-25,10
ParaSwap,PSP,https://icodrops.com/paraswap/,Community Airdrop,5700000,41510000,DEX,2.4,2021-11-15,19
Raydium,RAY,https://icodrops.com/raydium/,IDO on Bonfida,2000000,2770000000,DeFi,15.27,2021-02-15,0
Modefi,MOD,https://icodrops.com/modefi/,IDO on TrustSwap,2009999,118820,Oracle,0.03,2021-02-10,6
SafePal,SFP,https://icodrops.com/safepal/,Binance Launchpad,7260000,354650000,Wallet,7.11,2021-02-02,1
Maps.me,MAPS,https://icodrops.com/maps-me/,IDO Round,50900000,198100000,Solana Ecosystem,0.13,2021-02-01,4
Bridge Mutual,BMI,https://icodrops.com/bridge-mutual/,IDO on Polkastarter,1760000,542880,Insurance,0.03,2021-01-30,12
Polkacover,CVR,https://icodrops.com/polkacover/,IDO on Polkastarter,1390000,22420000,Marketplace,2.03,2021-01-21,12
YOP,YOP,https://icodrops.com/yop/,Public Sale,60000,7650,Polkastarter IDO,0.01,2021-01-15,4
Rigel Finance,RIGEL,https://icodrops.com/rigel-finance/,Main Sale,200000,3310,AMM,0.01,2021-01-02,0
DeCEX,CEX,https://icodrops.com/decex/,Main Sale,,1200000,Protocol,,2021-01-01,0
Commonwealth,COMM,https://icodrops.com/commonwealth/,Main Sale,23200000,,Platform,,2020-03-01,23
Hathor,HTR,https://icodrops.com/hathor/,Main Sale,1200000,67580000,Blockchain,1.77,2020-12-23,0
Whiteheart,WHITE,https://icodrops.com/whiteheart/,Main Sale,,51530000,DeFi,3.39,2020-12-24,0
Prosper,PROS,https://icodrops.com/pooler/,Public Presale,950000,57640000,DeFi,5.76,2020-12-21,15
Utopia Genesis Foundation,UOP,https://icodrops.com/utopia-genesis-foundation/,Main Sale,2590000,275600,NFT,0.01,2020-12-16,0
Grpl,GRPL,https://icodrops.com/grpl/,Main Sale,5000000,22500000,Currency,1.0,2020-12-15,0
Omphalos,OMPL,https://icodrops.com/omphalos/,Main Sale,,100000000,Protocol,,2020-11-15,0
Unifi Protocol DAO,UNFI,https://icodrops.com/unifi-protocol-dao/,Binance Launchpool,889500,5890000,DeFi,4.13,2020-11-15,11
API3,API3,https://icodrops.com/api3/,Public Sale,26000000,239270000,Oracle,1.43,2020-11-30,12
Hard Protocol,HARD,https://icodrops.com/hard-protocol/,Main Sale,,38560000,DeFi,0.09,2020-11-03,0
Bifrost,BFC,https://icodrops.com/bifrost-2/,IDO on Uniswap,16910000,113170000,DeFi,1.62,2020-12-01,8
Phala Network,PHA,https://icodrops.com/phala-network/,Airdrop,1430000,360100000,Infrastructure,130.0,2020-12-01,7
YTX Finance,YTX,https://icodrops.com/ytx-finance-2/,Main Sale,,,Platform,,2020-11-15,0
Bonded Finance,BOND,https://icodrops.com/bonded-finance/,Main Sale,,10560,DeFi,0.01,2020-11-15,0
Fringe Finance,FRIN,https://icodrops.com/fringe-finance/,IDO Public Pool,7380000,729400,DeFi,0.02,2020-11-15,2
KANVA,KNV,https://icodrops.com/kanva/,Main Sale,260000,3840,Platform,0.13,2020-11-09,0
PancakeSwap,CAKE,https://icodrops.com/pancakeswap/,IEO,350000,991410000,DEX,2.0,2020-11-10,1
CertiK,CTK,https://icodrops.com/certik/,Binance Launchpool,279630000,109010000,Blockchain Service,0.47,2020-10-23,17
Lattice Token,LTX,https://icodrops.com/lattice-token/,IEO on Bitribe,500000,13400000,Yield Farming,0.38,2020-11-05,7
Axie Infinity,AXS,https://icodrops.com/axie-infinity/,Binance Launchpad,312830000,1730000000,Gaming,0.58,2020-11-03,25
Liquefy,LQTY,https://icodrops.com/liquefy/,Main Sale,35000000,100000000,Blockchain Service,,2020-09-28,5
Wootrade,WOO,https://icodrops.com/wootrade/,Main Sale,350000,455390000,Platform,5.07,2020-10-29,0
Venus,XVS,https://icodrops.com/venus/,Launchpool,,276000000,Lending Platform,5.58,2020-09-29,0
WOO Network,WOO,https://icodrops.com/woo-network/,IEO on Hoo.com,67260000,475550000,CEX,7.15,2020-10-29,24
The Graph,GRT,https://icodrops.com/the-graph/,Public Sale,279700000,2250000000,Big Data,6.98,2020-12-01,25
Radix DLT,RADIX,https://icodrops.com/radix-dlt/,Public Sale,28700000,531600000,Blockchain,0.57,2020-10-08,5
Injective Protocol,INJ,https://icodrops.com/injective-protocol/,Binance Launchpad,207100000,2049999999,Blockchain,51.53,2020-10-19,26
LeverFi,LEVER,https://icodrops.com/leverfi/,Public Sale,8160000,62580000,DeFi,8.05,2020-10-10,12
RAMP DEFI,RAMP,https://icodrops.com/ramp-defi/,Public Sale,1160000,73070000,DeFi,9.13,2020-10-10,9
Juggernaut,JGN,https://icodrops.com/juggernaut/,IEO on Gate.io,150000,2990000,DeFi,0.2,2020-10-09,1
Bella Protocol,BEL,https://icodrops.com/bella-protocol/,Binance Launchpool,4500000,57740000,DeFi,0.77,2020-09-09,9
Flow,FLOW,https://icodrops.com/flow/,Auction,43100000,1130000000,Blockchain,1.92,2020-10-05,24
Centaur,CNTR,https://icodrops.com/centaur/,Public Sale,5000000,180000,Cosmos Ecosystem,0.01,2020-10-02,5
Mobie Pay,MBX,https://icodrops.com/mobie-pay/,Main Sale,,67340,Cryptocurrency,0.01,2020-10-03,0
Plasm Network,PLM,https://icodrops.com/plasm-network/,Main Sale,31320000,,Platform,,2020-08-31,0
ACDX,ACXT,https://icodrops.com/acdx/,Main Sale,50000,25360,CEX,0.11,2020-09-01,0
BurgerCities,BURGER,https://icodrops.com/burgercities/,Main Sale,,,Platform,,2020-09-30,0
PowerTrade,PTF,https://icodrops.com/powertrade/,Main Sale,400000,1120000,Derivatives,0.01,2020-09-22,12
Linear Finance,LINA,https://icodrops.com/linear-finance/,Public Sale,2370000,50610000,DeFi,1.13,2020-09-17,15
Velo,VELO,https://icodrops.com/velo/,IEO on KuCoin,22000000,666720000,Finance,0.56,2020-09-05,2
Hegic,HEGIC,https://icodrops.com/hegic/,Public Sale,13370000,49550000,DeFi,0.13,2020-09-12,0
Blend,BLND,https://icodrops.com/blend/,Main Sale,,,Blockchain Service,,2020-08-25,3
Near Protocol,NEAR,https://icodrops.com/near-protocol/,Main Sale Option 3,544140000,6500000000,Blockchain,106.0,2020-08-19,43
MANTRA DAO,OM,https://icodrops.com/mantra-dao/,Public Sale,16930000,6830000000,Modular Blockchain,72.96,2020-08-01,23
Curve,CRV,https://icodrops.com/curve/,Early liquidity providers airdrop,7000000,2109999999,DEX,2.43,2020-09-01,4
The Sandbox,SAND,https://icodrops.com/the-sandbox/,Public Sale,120010000,1720000000,NFT,68.81,2020-08-13,28
Serum,SRM,https://icodrops.com/serum/,IEO on Bitmax,120660000,33990000,DeFi,0.28,2020-08-11,18
Plutus,PLT,https://icodrops.com/plutus/,Main Sale,2160000,62640,DEX,0.01,2020-07-27,0
Avalanche,AVAX,https://icodrops.com/avalanche/,Public Sale Option B,535970000,16920000000,Blockchain,44.46,2020-07-15,31
DMM Governance Token,DMG,https://icodrops.com/dmm-governance-token/,Public Sale,7650000,229380,DAO,0.01,2020-06-21,0
WaykiChain WGRT,WGRT,https://icodrops.com/waykichain-wgrt/,IEO on OKX,8300000,16379999,OKX Launchpad,0.26,2020-06-17,0
NDN Link,NDN,https://icodrops.com/ndn-link/,IEO on OKX,8330000,4570000,Polkadot Ecosystem,0.15,2020-05-19,0
FinNexus,FNX,https://icodrops.com/finnexus/,Main Sale,,51400,DeFi,0.01,2020-05-09,0
Celo,CELO,https://icodrops.com/celo/,Main Sale,66500000,663200000,Blockchain,0.67,2020-05-10,31
2key,2KEY,https://icodrops.com/2key/,Main Sale,,632570,Marketing,0.02,2020-05-02,0
Rivex,RVX,https://icodrops.com/rivex/,Main Sale,,8029999,Blockchain Platform,9.17,2020-04-29,0
AAX Token,AAB,https://icodrops.com/aax-token/,Public Sale Round 3,9250000,425250,CEX,0.01,2020-04-16,0
DEAPcoin,DEP,https://icodrops.com/deapcoin/,IEO on OKX,32000000,53570000,Gaming,0.71,2020-04-08,2
Solana,SOL,https://icodrops.com/solana/,Coinlist Auction,359700000,114640000000,Blockchain,883.0,2020-03-16,22
Bidesk,BDK,https://icodrops.com/bidesk/,Main Sale,240000,8000000,Exchange,1.0,2020-02-27,0
Mind AI,OMAI,https://icodrops.com/mind-ai/,Main Sale,18530000,32250000,Artificial Intellig…,15.61,2019-12-31,0
BetProtocol,BEPRO,https://icodrops.com/betprotocol/,Main Sale,3050000,99000000,Blockchain Service,6.19,2019-12-13,0
Troy Trade,TROY,https://icodrops.com/troy-network/,Public Sale,12400000,70740000,Big Data,1.41,2019-12-03,8
EMX,EMX,https://icodrops.com/emx/,Main Sale,,79500000,Exchange,1.0,2019-10-22,0
ROAD,ROAD,https://icodrops.com/road/,IEO on OKX,3710000,50620,OKX Launchpad,0.01,2019-11-13,0
SUKU,SUKU,https://icodrops.com/suku/,IEO,15710000,101790000,DeFi,0.68,2019-10-31,0
Hypernet,HYPR,https://icodrops.com/hypernet/,Main Sale,25000000,,Cloud computing,,2019-11-01,0
LCX,LCX,https://icodrops.com/lcx/,IEO on Liquid,8500000,245570000,Finance,4.3,2019-12-01,0
Infinito,INFT,https://icodrops.com/infinito/,Main Sale,,470500,Blockchain Service,,2019-09-30,0
